territory,year,population,type,capacity,score
Friuli-Venezia Giulia,2024,bambini,servizi,vita_sana,-0.908
Lazio,2024,bambini,servizi,vita_sana,0.204
Liguria,2024,bambini,servizi,vita_sana,0.079
Lombardia,2024,bambini,servizi,vita_sana,-0.941
Marche,2024,bambini,servizi,vita_sana,-0.159
Molise,2024,bambini,servizi,vita_sana,0.006
Piemonte,2024,bambini,servizi,vita_sana,-1.055
Puglia,2024,bambini,servizi,vita_sana,0.513
Sardegna,2024,bambini,servizi,vita_sana,1.003
Sicilia,2024,bambini,servizi,vita_sana,0.01
Toscana,2024,bambini,servizi,vita_sana,1.467
Trentino-Alto Adige/Südtirol,2024,bambini,servizi,vita_sana,-0.538
Umbria,2024,bambini,servizi,vita_sana,0.482
Valle d'Aosta/Vallée d'Aoste,2024,bambini,servizi,vita_sana,1.013
Veneto,2024,bambini,servizi,vita_sana,-0.333
Abruzzo,2024,totale,servizi,totale,-0.089
Basilicata,2024,totale,servizi,totale,-0.08
Calabria,2024,totale,servizi,totale,-0.422
Campania,2024,totale,servizi,totale,-0.815
Emilia-Romagna,2024,totale,servizi,totale,0.777
Friuli-Venezia Giulia,2024,totale,servizi,totale,-0.009
Lazio,2024,totale,servizi,totale,-0.304
Liguria,2024,totale,servizi,totale,0.189
Lombardia,2024,totale,servizi,totale,-0.255
Marche,2024,totale,servizi,totale,0.131
Molise,2024,totale,servizi,totale,-0.044
Piemonte,2024,totale,servizi,totale,-0.202
Puglia,2024,totale,servizi,totale,-0.421
Sardegna,2024,totale,servizi,totale,0.239
Sicilia,2024,totale,servizi,totale,-0.518
Toscana,2024,totale,servizi,totale,0.404
Trentino-Alto Adige/Südtirol,2024,totale,servizi,totale,0.231
Umbria,2024,totale,servizi,totale,0.331
Valle d'Aosta/Vallée d'Aoste,2024,totale,servizi,totale,0.392
Veneto,2024,totale,servizi,totale,0.492
Abruzzo,2024,totale,totale,totale,-0.095
Basilicata,2024,totale,totale,totale,-0.123
Calabria,2024,totale,totale,totale,-0.546
Campania,2024,totale,totale,totale,-1.057
Emilia-Romagna,2024,totale,totale,totale,0.697
Friuli-Venezia Giulia,2024,totale,totale,totale,0.358
Lazio,2024,totale,totale,totale,-0.134
Liguria,2024,totale,totale,totale,0.186
Lombardia,2024,totale,totale,totale,0.109
Marche,2024,totale,totale,totale,0.204
Molise,2024,totale,totale,totale,-0.126
Piemonte,2024,totale,totale,totale,-0.071
Puglia,2024,totale,totale,totale,-0.691
Sardegna,2024,totale,totale,totale,-0.06
Sicilia,2024,totale,totale,totale,-0.865
Toscana,2024,totale,totale,totale,0.338
Trentino-Alto Adige/Südtirol,2024,totale,totale,totale,0.644
Umbria,2024,totale,totale,totale,0.322
Valle d'Aosta/Vallée d'Aoste,2024,totale,totale,totale,0.344
Veneto,2024,totale,totale,totale,0.532
Abruzzo,2026,adulti,rischio,accedere_risorse,0.432
Basilicata,2026,adulti,rischio,accedere_risorse,0.23
Calabria,2026,adulti,rischio,accedere_risorse,-1.486
Campania,2026,adulti,rischio,accedere_risorse,-1.137
Emilia-Romagna,2026,adulti,rischio,accedere_risorse,0.28
Friuli-Venezia Giulia,2026,adulti,rischio,accedere_risorse,0.357
Lazio,2026,adulti,rischio,accedere_risorse,-0.332
Liguria,2026,adulti,rischio,accedere_risorse,0.313
Lombardia,2026,adulti,rischio,accedere_risorse,0.012
Marche,2026,adulti,rischio,accedere_risorse,0.376
Molise,2026,adulti,rischio,accedere_risorse,-0.156
Piemonte,2026,adulti,rischio,accedere_risorse,0.125
Puglia,2026,adulti,rischio,accedere_risorse,-0.844
Sardegna,2026,adulti,rischio,accedere_risorse,-0.388
Sicilia,2026,adulti,rischio,accedere_risorse,-0.37
Toscana,2026,adulti,rischio,accedere_risorse,0.293
Trentino-Alto Adige/Südtirol,2026,adulti,rischio,accedere_risorse,0.413
Umbria,2026,adulti,rischio,accedere_risorse,0.013
Valle d'Aosta/Vallée d'Aoste,2026,adulti,rischio,accedere_risorse,0.546
Veneto,2026,adulti,rischio,accedere_risorse,0.506
Abruzzo,2026,adulti,rischio,conoscenza_sapere,0.647
Basilicata,2026,adulti,rischio,conoscenza_sapere,-0.305
Calabria,2026,adulti,rischio,conoscenza_sapere,-1.295
Campania,2026,adulti,rischio,conoscenza_sapere,-1.78
Emilia-Romagna,2026,adulti,rischio,conoscenza_sapere,0.565
Friuli-Venezia Giulia,2026,adulti,rischio,conoscenza_sapere,0.898
Lazio,2026,adulti,rischio,conoscenza_sapere,1.098
Liguria,2026,adulti,rischio,conoscenza_sapere,0.407
Lombardia,2026,adulti,rischio,conoscenza_sapere,0.008
Marche,2026,adulti,rischio,conoscenza_sapere,0.947
Molise,2026,adulti,rischio,conoscenza_sapere,0.366
Piemonte,2026,adulti,rischio,conoscenza_sapere,-0.137
Puglia,2026,adulti,rischio,conoscenza_sapere,-1.846
Sardegna,2026,adulti,rischio,conoscenza_sapere,-0.427
Sicilia,2026,adulti,rischio,conoscenza_sapere,-1.907
Toscana,2026,adulti,rischio,conoscenza_sapere,0.281
Trentino-Alto Adige/Südtirol,2026,adulti,rischio,conoscenza_sapere,0.572
Umbria,2026,adulti,rischio,conoscenza_sapere,0.223
Valle d'Aosta/Vallée d'Aoste,2026,adulti,rischio,conoscenza_sapere,0.511
Veneto,2026,adulti,rischio,conoscenza_sapere,1.172
Abruzzo,2026,adulti,rischio,cura,-0.251
Basilicata,2026,adulti,rischio,cura,-0.132
Calabria,2026,adulti,rischio,cura,-0.831
Campania,2026,adulti,rischio,cura,-1.811
Emilia-Romagna,2026,adulti,rischio,cura,0.314
Friuli-Venezia Giulia,2026,adulti,rischio,cura,0.42
Lazio,2026,adulti,rischio,cura,-0.279
Liguria,2026,adulti,rischio,cura,0.536
Lombardia,2026,adulti,rischio,cura,0.557
Marche,2026,adulti,rischio,cura,0.036
Molise,2026,adulti,rischio,cura,0.025
Piemonte,2026,adulti,rischio,cura,0.413
Puglia,2026,adulti,rischio,cura,-0.653
Sardegna,2026,adulti,rischio,cura,0.381
Sicilia,2026,adulti,rischio,cura,-1.245
Toscana,2026,adulti,rischio,cura,0.311
Trentino-Alto Adige/Südtirol,2026,adulti,rischio,cura,0.983
Umbria,2026,adulti,rischio,cura,0.299
Valle d'Aosta/Vallée d'Aoste,2026,adulti,rischio,cura,0.407
Veneto,2026,adulti,rischio,cura,0.521
Abruzzo,2026,adulti,rischio,lavorare,0.107
Basilicata,2026,adulti,rischio,lavorare,-0.409
Calabria,2026,adulti,rischio,lavorare,-1.628
Campania,2026,adulti,rischio,lavorare,-2.051
Emilia-Romagna,2026,adulti,rischio,lavorare,0.789
Friuli-Venezia Giulia,2026,adulti,rischio,lavorare,0.51
Lazio,2026,adulti,rischio,lavorare,-0.302
Liguria,2026,adulti,rischio,lavorare,0.38
Lombardia,2026,adulti,rischio,lavorare,0.781
Marche,2026,adulti,rischio,lavorare,0.504
Molise,2026,adulti,rischio,lavorare,-0.928
Piemonte,2026,adulti,rischio,lavorare,0.483
Puglia,2026,adulti,rischio,lavorare,-0.633
Sardegna,2026,adulti,rischio,lavorare,-0.842
Sicilia,2026,adulti,rischio,lavorare,-1.439
Toscana,2026,adulti,rischio,lavorare,0.825
Trentino-Alto Adige/Südtirol,2026,adulti,rischio,lavorare,1.203
Umbria,2026,adulti,rischio,lavorare,0.533
Valle d'Aosta/Vallée d'Aoste,2026,adulti,rischio,lavorare,0.896
Veneto,2026,adulti,rischio,lavorare,1.073
Abruzzo,2026,adulti,rischio,vita_sana,-0.224
Basilicata,2026,adulti,rischio,vita_sana,0.061
Calabria,2026,adulti,rischio,vita_sana,0.654
Campania,2026,adulti,rischio,vita_sana,0.632
Emilia-Romagna,2026,adulti,rischio,vita_sana,-0.345
Friuli-Venezia Giulia,2026,adulti,rischio,vita_sana,0.077
Lazio,2026,adulti,rischio,vita_sana,0.312
Liguria,2026,adulti,rischio,vita_sana,0.232
Lombardia,2026,adulti,rischio,vita_sana,-0.232
Marche,2026,adulti,rischio,vita_sana,-0.599
Molise,2026,adulti,rischio,vita_sana,-1.326
Piemonte,2026,adulti,rischio,vita_sana,-0.688
Puglia,2026,adulti,rischio,vita_sana,0.021
Sardegna,2026,adulti,rischio,vita_sana,-0.1
Sicilia,2026,adulti,rischio,vita_sana,0.802
Toscana,2026,adulti,rischio,vita_sana,-0.09
Trentino-Alto Adige/Südtirol,2026,adulti,rischio,vita_sana,0.637
Umbria,2026,adulti,rischio,vita_sana,0.254
Valle d'Aosta/Vallée d'Aoste,2026,adulti,rischio,vita_sana,0.217
Veneto,2026,adulti,rischio,vita_sana,-0.296
Abruzzo,2026,adulti,rischio,vita_sicura,-0.434
Basilicata,2026,adulti,rischio,vita_sicura,-0.649
Calabria,2026,adulti,rischio,vita_sicura,0.291
Campania,2026,adulti,rischio,vita_sicura,-1.288
Emilia-Romagna,2026,adulti,rischio,vita_sicura,0.058
Friuli-Venezia Giulia,2026,adulti,rischio,vita_sicura,0.623
Lazio,2026,adulti,rischio,vita_sicura,-0.657
Liguria,2026,adulti,rischio,vita_sicura,0.233
Lombardia,2026,adulti,rischio,vita_sicura,0.055
Marche,2026,adulti,rischio,vita_sicura,0.108
Molise,2026,adulti,rischio,vita_sicura,-0.236
Piemonte,2026,adulti,rischio,vita_sicura,0.29
Puglia,2026,adulti,rischio,vita_sicura,-0.88
Sardegna,2026,adulti,rischio,vita_sicura,0.359
Sicilia,2026,adulti,rischio,vita_sicura,-0.34
Toscana,2026,adulti,rischio,vita_sicura,-0.129
Trentino-Alto Adige/Südtirol,2026,adulti,rischio,vita_sicura,1.308
Umbria,2026,adulti,rischio,vita_sicura,0.274
Valle d'Aosta/Vallée d'Aoste,2026,adulti,rischio,vita_sicura,0.912
Veneto,2026,adulti,rischio,vita_sicura,0.101
Abruzzo,2026,bambini,rischio,vita_sana,-0.344
Basilicata,2026,bambini,rischio,vita_sana,-0.114
Calabria,2026,bambini,rischio,vita_sana,-0.586
Campania,2026,bambini,rischio,vita_sana,-0.373
Emilia-Romagna,2026,bambini,rischio,vita_sana,0.228
Friuli-Venezia Giulia,2026,bambini,rischio,vita_sana,0.145
Lazio,2026,bambini,rischio,vita_sana,-0.436
Liguria,2026,bambini,rischio,vita_sana,0.322
Lombardia,2026,bambini,rischio,vita_sana,0.341
Marche,2026,bambini,rischio,vita_sana,0.435
Molise,2026,bambini,rischio,vita_sana,-0.292
Piemonte,2026,bambini,rischio,vita_sana,-0.195
Puglia,2026,bambini,rischio,vita_sana,-0.611
Sardegna,2026,bambini,rischio,vita_sana,-0.156
Sicilia,2026,bambini,rischio,vita_sana,-0.448
Toscana,2026,bambini,rischio,vita_sana,0.461
Trentino-Alto Adige/Südtirol,2026,bambini,rischio,vita_sana,0.694
Umbria,2026,bambini,rischio,vita_sana,-0.086
Valle d'Aosta/Vallée d'Aoste,2026,bambini,rischio,vita_sana,0.081
Veneto,2026,bambini,rischio,vita_sana,0.934
Abruzzo,2026,totale,rischio,totale,-0.01
Basilicata,2026,totale,rischio,totale,-0.188
Calabria,2026,totale,rischio,totale,-0.697
Campania,2026,totale,rischio,totale,-1.115
Emilia-Romagna,2026,totale,rischio,totale,0.27
Friuli-Venezia Giulia,2026,totale,rischio,totale,0.433
Lazio,2026,totale,rischio,totale,-0.085
Liguria,2026,totale,rischio,totale,0.346
Lombardia,2026,totale,rischio,totale,0.217
Marche,2026,totale,rischio,totale,0.258
Molise,2026,totale,rischio,totale,-0.364
Piemonte,2026,totale,rischio,totale,0.042
Puglia,2026,totale,rischio,totale,-0.778
Sardegna,2026,totale,rischio,totale,-0.168
Sicilia,2026,totale,rischio,totale,-0.707
Toscana,2026,totale,rischio,totale,0.279
Trentino-Alto Adige/Südtirol,2026,totale,rischio,totale,0.83
Umbria,2026,totale,rischio,totale,0.216
Valle d'Aosta/Vallée d'Aoste,2026,totale,rischio,totale,0.51
Veneto,2026,totale,rischio,totale,0.573
Abruzzo,2026,adulti,servizi,accedere_risorse,-0.673
Basilicata,2026,adulti,servizi,accedere_risorse,-0.657
Calabria,2026,adulti,servizi,accedere_risorse,-0.707
Campania,2026,adulti,servizi,accedere_risorse,-0.717
Emilia-Romagna,2026,adulti,servizi,accedere_risorse,2.217
Friuli-Venezia Giulia,2026,adulti,servizi,accedere_risorse,1.068
Lazio,2026,adulti,servizi,accedere_risorse,0.125
Liguria,2026,adulti,servizi,accedere_risorse,-0.389
Lombardia,2026,adulti,servizi,accedere_risorse,0.243
Marche,2026,adulti,servizi,accedere_risorse,0.039
Molise,2026,adulti,servizi,accedere_risorse,-0.617
Piemonte,2026,adulti,servizi,accedere_risorse,-0.182
Puglia,2026,adulti,servizi,accedere_risorse,-0.599
Sardegna,2026,adulti,servizi,accedere_risorse,-0.521
Sicilia,2026,adulti,servizi,accedere_risorse,-0.632
Toscana,2026,adulti,servizi,accedere_risorse,0.546
Trentino-Alto Adige/Südtirol,2026,adulti,servizi,accedere_risorse,1.997
Umbria,2026,adulti,servizi,accedere_risorse,-0.4
Valle d'Aosta/Vallée d'Aoste,2026,adulti,servizi,accedere_risorse,-0.716
Veneto,2026,adulti,servizi,accedere_risorse,0.576
Abruzzo,2026,adulti,servizi,conoscenza_sapere,-0.432
Basilicata,2026,adulti,servizi,conoscenza_sapere,0.507
Calabria,2026,adulti,servizi,conoscenza_sapere,-1.315
Campania,2026,adulti,servizi,conoscenza_sapere,-1.324
Emilia-Romagna,2026,adulti,servizi,conoscenza_sapere,0.927
Friuli-Venezia Giulia,2026,adulti,servizi,conoscenza_sapere,0.86
Lazio,2026,adulti,servizi,conoscenza_sapere,-0.009
Liguria,2026,adulti,servizi,conoscenza_sapere,0.55
Lombardia,2026,adulti,servizi,conoscenza_sapere,-0.021
Marche,2026,adulti,servizi,conoscenza_sapere,0.667
Molise,2026,adulti,servizi,conoscenza_sapere,1.153
Piemonte,2026,adulti,servizi,conoscenza_sapere,0.137
Puglia,2026,adulti,servizi,conoscenza_sapere,-2.021
Sardegna,2026,adulti,servizi,conoscenza_sapere,0.882
Sicilia,2026,adulti,servizi,conoscenza_sapere,-2.301
Toscana,2026,adulti,servizi,conoscenza_sapere,0.728
Trentino-Alto Adige/Südtirol,2026,adulti,servizi,conoscenza_sapere,0.324
Umbria,2026,adulti,servizi,conoscenza_sapere,1.193
Valle d'Aosta/Vallée d'Aoste,2026,adulti,servizi,conoscenza_sapere,-0.126
Veneto,2026,adulti,servizi,conoscenza_sapere,-0.38
Abruzzo,2026,adulti,servizi,cura,0.234
Basilicata,2026,adulti,servizi,cura,0.381
Calabria,2026,adulti,servizi,cura,-0.816
Campania,2026,adulti,servizi,cura,-1.139
Emilia-Romagna,2026,adulti,servizi,cura,1.512
Friuli-Venezia Giulia,2026,adulti,servizi,cura,-0.368
Lazio,2026,adulti,servizi,cura,-0.107
Liguria,2026,adulti,servizi,cura,-0.017
Lombardia,2026,adulti,servizi,cura,-0.038
Marche,2026,adulti,servizi,cura,-0.377
Molise,2026,adulti,servizi,cura,-0.859
Piemonte,2026,adulti,servizi,cura,0.091
Puglia,2026,adulti,servizi,cura,0.043
Sardegna,2026,adulti,servizi,cura,0.549
Sicilia,2026,adulti,servizi,cura,0.014
Toscana,2026,adulti,servizi,cura,-0.066
Trentino-Alto Adige/Südtirol,2026,adulti,servizi,cura,0.091
Umbria,2026,adulti,servizi,cura,0.537
Valle d'Aosta/Vallée d'Aoste,2026,adulti,servizi,cura,0.389
Veneto,2026,adulti,servizi,cura,0.26
Abruzzo,2026,adulti,servizi,lavorare,-0.345
Basilicata,2026,adulti,servizi,lavorare,-0.577
Calabria,2026,adulti,servizi,lavorare,-0.642
Campania,2026,adulti,servizi,lavorare,-0.614
Emilia-Romagna,2026,adulti,servizi,lavorare,0.534
Friuli-Venezia Giulia,2026,adulti,servizi,lavorare,0.614
Lazio,2026,adulti,servizi,lavorare,-0.467
Liguria,2026,adulti,servizi,lavorare,-0.166
Lombardia,2026,adulti,servizi,lavorare,-0.192
Marche,2026,adulti,servizi,lavorare,-0.506
Molise,2026,adulti,servizi,lavorare,-0.267
Piemonte,2026,adulti,servizi,lavorare,1.593
Puglia,2026,adulti,servizi,lavorare,-0.579
Sardegna,2026,adulti,servizi,lavorare,-0.4
Sicilia,2026,adulti,servizi,lavorare,-0.264
Toscana,2026,adulti,servizi,lavorare,-0.162
Trentino-Alto Adige/Südtirol,2026,adulti,servizi,lavorare,-0.53
Umbria,2026,adulti,servizi,lavorare,-0.661
Valle d'Aosta/Vallée d'Aoste,2026,adulti,servizi,lavorare,0.0
Veneto,2026,adulti,servizi,lavorare,3.63
Abruzzo,2026,adulti,servizi,vita_sana,-0.438
Basilicata,2026,adulti,servizi,vita_sana,-0.229
Calabria,2026,adulti,servizi,vita_sana,-0.9
Campania,2026,adulti,servizi,vita_sana,-1.332
Emilia-Romagna,2026,adulti,servizi,vita_sana,-0.355
Friuli-Venezia Giulia,2026,adulti,servizi,vita_sana,-0.069
Lazio,2026,adulti,servizi,vita_sana,-0.38
Liguria,2026,adulti,servizi,vita_sana,1.522
Lombardia,2026,adulti,servizi,vita_sana,-0.279
Marche,2026,adulti,servizi,vita_sana,0.626
Molise,2026,adulti,servizi,vita_sana,0.274
Piemonte,2026,adulti,servizi,vita_sana,0.4
Puglia,2026,adulti,servizi,vita_sana,-0.461
Sardegna,2026,adulti,servizi,vita_sana,-0.379
Sicilia,2026,adulti,servizi,vita_sana,-0.816
Toscana,2026,adulti,servizi,vita_sana,0.406
Trentino-Alto Adige/Südtirol,2026,adulti,servizi,vita_sana,0.406
Umbria,2026,adulti,servizi,vita_sana,0.42
Valle d'Aosta/Vallée d'Aoste,2026,adulti,servizi,vita_sana,0.955
Veneto,2026,adulti,servizi,vita_sana,0.629
Abruzzo,2026,adulti,servizi,vita_sicura,0.264
Basilicata,2026,adulti,servizi,vita_sicura,-0.833
Calabria,2026,adulti,servizi,vita_sicura,-0.08
Campania,2026,adulti,servizi,vita_sicura,-0.151
Emilia-Romagna,2026,adulti,servizi,vita_sicura,0.853
Friuli-Venezia Giulia,2026,adulti,servizi,vita_sicura,0.248
Lazio,2026,adulti,servizi,vita_sicura,-0.695
Liguria,2026,adulti,servizi,vita_sicura,-0.234
Lombardia,2026,adulti,servizi,vita_sicura,0.383
Marche,2026,adulti,servizi,vita_sicura,-0.255
Molise,2026,adulti,servizi,vita_sicura,0.208
Piemonte,2026,adulti,servizi,vita_sicura,-0.885
Puglia,2026,adulti,servizi,vita_sicura,-0.587
Sardegna,2026,adulti,servizi,vita_sicura,0.317
Sicilia,2026,adulti,servizi,vita_sicura,-0.086
Toscana,2026,adulti,servizi,vita_sicura,-0.107
Trentino-Alto Adige/Südtirol,2026,adulti,servizi,vita_sicura,-0.455
Umbria,2026,adulti,servizi,vita_sicura,1.536
Valle d'Aosta/Vallée d'Aoste,2026,adulti,servizi,vita_sicura,0.328
Veneto,2026,adulti,servizi,vita_sicura,0.231
Abruzzo,2026,bambini,servizi,cura,-0.299
Basilicata,2026,bambini,servizi,cura,0.236
Calabria,2026,bambini,servizi,cura,-0.715
Campania,2026,bambini,servizi,cura,-0.7
Emilia-Romagna,2026,bambini,servizi,cura,0.716
Friuli-Venezia Giulia,2026,bambini,servizi,cura,-0.04
Lazio,2026,bambini,servizi,cura,-0.648
Liguria,2026,bambini,servizi,cura,0.634
Lombardia,2026,bambini,servizi,cura,-0.278
Marche,2026,bambini,servizi,cura,-0.016
Molise,2026,bambini,servizi,cura,-0.538
Piemonte,2026,bambini,servizi,cura,0.693
Puglia,2026,bambini,servizi,cura,-0.457
Sardegna,2026,bambini,servizi,cura,0.276
Sicilia,2026,bambini,servizi,cura,-0.237
Toscana,2026,bambini,servizi,cura,0.336
Trentino-Alto Adige/Südtirol,2026,bambini,servizi,cura,-0.447
Umbria,2026,bambini,servizi,cura,0.995
Valle d'Aosta/Vallée d'Aoste,2026,bambini,servizi,cura,0.422
Veneto,2026,bambini,servizi,cura,0.067
Abruzzo,2026,bambini,servizi,vita_sana,-0.245
Basilicata,2026,bambini,servizi,vita_sana,-0.061
Calabria,2026,bambini,servizi,vita_sana,-0.27
Campania,2026,bambini,servizi,vita_sana,-0.559
Emilia-Romagna,2026,bambini,servizi,vita_sana,0.755
Friuli-Venezia Giulia,2026,bambini,servizi,vita_sana,-0.948
Lazio,2026,bambini,servizi,vita_sana,0.5
Liguria,2026,bambini,servizi,vita_sana,0.003
Lombardia,2026,bambini,servizi,vita_sana,-0.891
Marche,2026,bambini,servizi,vita_sana,-0.29
Molise,2026,bambini,servizi,vita_sana,-0.294
Piemonte,2026,bambini,servizi,vita_sana,-1.118
Puglia,2026,bambini,servizi,vita_sana,0.412
Sardegna,2026,bambini,servizi,vita_sana,0.735
Sicilia,2026,bambini,servizi,vita_sana,-0.064
Toscana,2026,bambini,servizi,vita_sana,1.469
Trentino-Alto Adige/Südtirol,2026,bambini,servizi,vita_sana,-0.05
Umbria,2026,bambini,servizi,vita_sana,0.767
Valle d'Aosta/Vallée d'Aoste,2026,bambini,servizi,vita_sana,0.654
Veneto,2026,bambini,servizi,vita_sana,-0.504
Abruzzo,2026,totale,servizi,totale,-0.242
Basilicata,2026,totale,servizi,totale,-0.154
Calabria,2026,totale,servizi,totale,-0.681
Campania,2026,totale,servizi,totale,-0.817
Emilia-Romagna,2026,totale,servizi,totale,0.895
Friuli-Venezia Giulia,2026,totale,servizi,totale,0.171
Lazio,2026,totale,servizi,totale,-0.21
Liguria,2026,totale,servizi,totale,0.238
Lombardia,2026,totale,servizi,totale,-0.134
Marche,2026,totale,servizi,totale,-0.014
Molise,2026,totale,servizi,totale,-0.118
Piemonte,2026,totale,servizi,totale,0.091
Puglia,2026,totale,servizi,totale,-0.531
Sardegna,2026,totale,servizi,totale,0.182
Sicilia,2026,totale,servizi,totale,-0.548
Toscana,2026,totale,servizi,totale,0.394
Trentino-Alto Adige/Südtirol,2026,totale,servizi,totale,0.167
Umbria,2026,totale,servizi,totale,0.548
Valle d'Aosta/Vallée d'Aoste,2026,totale,servizi,totale,0.238
Veneto,2026,totale,servizi,totale,0.564
Abruzzo,2026,totale,totale,totale,-0.106
Basilicata,2026,totale,totale,totale,-0.212
Calabria,2026,totale,totale,totale,-0.749
Campania,2026,totale,totale,totale,-1.026
Emilia-Romagna,2026,totale,totale,totale,0.672
Friuli-Venezia Giulia,2026,totale,totale,totale,0.399
Lazio,2026,totale,totale,totale,-0.161
Liguria,2026,totale,totale,totale,0.242
Lombardia,2026,totale,totale,totale,0.075
Marche,2026,totale,totale,totale,0.144
Molise,2026,totale,totale,totale,-0.184
Piemonte,2026,totale,totale,totale,0.118
Puglia,2026,totale,totale,totale,-0.752
Sardegna,2026,totale,totale,totale,-0.014
Sicilia,2026,totale,totale,totale,-0.715
Toscana,2026,totale,totale,totale,0.315
Trentino-Alto Adige/Südtirol,2026,totale,totale,totale,0.508
Umbria,2026,totale,totale,totale,0.384
Valle d'Aosta/Vallée d'Aoste,2026,totale,totale,totale,0.343
Veneto,2026,totale,totale,totale,0.655
